,Left,Right,Steering_angle,Speed
7685,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-5.1572_2914.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-5.1749_2914.jpg,0.0000,42.7110
7686,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-5.2307_2915.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-5.2447_2915.jpg,0.0000,42.4364
7687,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-5.2987_2916.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-5.3151_2916.jpg,0.0000,42.1431
7688,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-5.3648_2917.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-5.3794_2917.jpg,0.0000,41.8520
7689,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-5.4318_2918.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-5.4458_2918.jpg,0.0000,41.5837
7690,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-5.4982_2919.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-5.5130_2919.jpg,0.0000,41.3174
7691,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-5.5648_2920.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-5.5788_2920.jpg,0.0000,41.0327
7692,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-5.6328_2921.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-5.6508_2921.jpg,0.0000,42.4457
7693,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-5.7212_2922.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-5.7398_2922.jpg,0.0000,43.5965
7694,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-5.8047_2923.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-5.8187_2923.jpg,0.0000,44.4484
7695,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-5.8929_2924.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-5.9109_2924.jpg,0.0000,45.3783
7696,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-5.9865_2925.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-6.0060_2925.jpg,0.0000,46.3596
7697,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-6.0638_2926.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-6.0774_2926.jpg,0.0000,47.2283
7698,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-6.1307_2927.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-6.1445_2927.jpg,0.0000,48.1350
7699,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-6.1957_2928.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-6.2097_2928.jpg,0.0000,49.1962
7700,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-6.2744_2929.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-6.2890_2929.jpg,0.0000,49.6425
7701,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-6.3615_2930.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-6.3764_2930.jpg,0.0000,49.6957
7702,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-6.4336_2931.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-6.4503_2931.jpg,0.0000,49.3326
7703,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-6.5089_2932.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-6.5296_2932.jpg,0.0000,48.9747
7704,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-6.5919_2933.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-6.6100_2933.jpg,0.0000,48.5641
7705,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-6.6581_2934.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-6.6746_2934.jpg,0.0000,48.2354
7706,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-6.7211_2935.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-6.7366_2935.jpg,0.0000,47.9303
7707,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-6.7896_2936.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-6.8046_2936.jpg,0.0000,47.6253
7708,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-6.8534_2937.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-6.8673_2937.jpg,0.0000,47.3458
7709,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-6.9149_2938.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-6.9289_2938.jpg,4.7639,47.0174
7710,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-6.9828_2939.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-6.9958_2939.jpg,9.4681,46.6343
7711,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-7.0525_2940.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-7.0657_2940.jpg,3.9859,46.3082
7712,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-7.1167_2941.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-7.1295_2941.jpg,0.0000,46.0211
7713,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-7.1767_2942.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-7.1887_2942.jpg,0.0000,45.7613
7714,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-7.2428_2943.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-7.2582_2943.jpg,0.0000,45.4745
7715,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-7.3167_2944.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-7.3297_2944.jpg,0.0000,45.1503
7716,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-7.3798_2945.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-7.3928_2945.jpg,4.8670,44.8511
7717,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-7.4484_2946.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-7.4611_2946.jpg,9.7764,44.4627
7718,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-7.5182_2947.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-7.5319_2947.jpg,14.7632,43.9580
7719,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-7.5791_2948.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-7.5918_2948.jpg,9.7571,43.5962
7720,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-7.6452_2949.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-7.6572_2949.jpg,4.9607,43.2971
7721,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-7.7056_2950.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-7.7204_2950.jpg,0.3571,42.9787
7722,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-7.7790_2951.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-7.7914_2951.jpg,0.0000,42.6179
7723,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-7.8392_2952.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-7.8542_2952.jpg,0.0000,42.2863
7724,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-7.9085_2953.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-7.9211_2953.jpg,0.0000,41.9513
7725,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-7.9741_2954.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-7.9866_2954.jpg,0.0000,41.6089
7726,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-8.0470_2955.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-8.0594_2955.jpg,0.0000,41.2349
7727,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-8.1130_2956.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-8.1246_2956.jpg,0.0000,40.8598
7728,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-8.1767_2957.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-8.1902_2957.jpg,0.0000,40.5098
7729,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-8.2514_2958.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-8.2702_2958.jpg,0.0000,40.0998
7730,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-8.3221_2959.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-8.3392_2959.jpg,0.0000,39.7196
7731,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-8.3883_2960.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-8.4029_2960.jpg,-4.9888,39.2984
7732,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-8.4573_2961.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-8.4752_2961.jpg,-10.0598,38.8326
7733,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-8.5267_2962.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-8.5443_2962.jpg,-4.9939,38.4425
7734,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-8.5971_2963.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-8.6090_2963.jpg,0.0000,38.0597
7735,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-8.6618_2964.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-8.6758_2964.jpg,0.0000,37.7042
7736,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-8.7278_2965.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-8.7429_2965.jpg,0.0000,37.3608
7737,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-8.7924_2966.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-8.8071_2966.jpg,0.0000,37.0210
7738,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-8.8587_2967.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-8.8743_2967.jpg,-4.9715,36.6443
7739,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-8.9316_2968.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-8.9436_2968.jpg,-10.1863,36.1740
7740,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-9.0001_2969.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-9.0126_2969.jpg,-4.9509,35.8447
7741,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-9.0754_2970.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-9.0890_2970.jpg,0.0000,35.4635
7742,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-9.1441_2971.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-9.1555_2971.jpg,0.0000,35.1219
7743,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-9.2067_2972.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-9.2197_2972.jpg,-4.8132,34.8009
7744,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-9.2833_2973.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-9.2983_2973.jpg,-10.2914,34.3747
7745,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-9.3498_2974.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-9.3638_2974.jpg,-4.8367,34.0649
7746,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-9.4148_2975.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-9.4288_2975.jpg,-0.1005,33.7830
7747,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-9.4816_2976.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-9.4941_2976.jpg,0.0000,33.5267
7748,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-9.5499_2977.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-9.5620_2977.jpg,0.0000,33.2308
7749,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-9.6144_2978.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-9.6264_2978.jpg,0.0000,32.9881
7750,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-9.6786_2979.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-9.6906_2979.jpg,0.0000,34.1216
7751,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-9.7527_2980.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-9.7685_2980.jpg,0.0000,34.7848
7752,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-9.8141_2981.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-9.8261_2981.jpg,0.0000,34.5230
7753,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-9.8798_2982.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-9.8928_2982.jpg,-4.5557,34.2980
7754,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-9.9528_2983.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-9.9678_2983.jpg,-9.4228,33.9867
7755,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-10.0196_2984.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-10.0336_2984.jpg,-15.0074,33.5424
7756,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-10.0867_2985.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-10.1007_2985.jpg,-9.7132,33.2961
7757,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-10.1457_2986.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-10.1579_2986.jpg,-5.1382,33.1198
7758,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-10.2071_2987.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-10.2207_2987.jpg,-0.8679,32.9134
7759,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-10.2735_2988.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-10.2865_2988.jpg,0.0000,32.7000
7760,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-10.3413_2989.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-10.3543_2989.jpg,-5.0155,32.4977
7761,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-10.4081_2990.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-10.4198_2990.jpg,-10.0269,32.2191
7762,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-10.4628_2991.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-10.4758_2991.jpg,-14.6400,31.9183
7763,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-10.5313_2992.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-10.5454_2992.jpg,-19.2855,31.5329
7764,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-25-10.5968_2993.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-25-10.6088_2993.jpg,-14.1584,31.2912
